,source,author,title,description,url,urlToImage,publishedAt,content
363,"{'id': None, 'name': 'Bringatrailer.com'}",bringatrailer,bat auction 1992 ford mustang lx 5 0 5 speed,this 1992 ford mustang lx shows 47k kilometers 29k miles and is powered by a 5 0 liter v8 paired with a five speed manual transmission and a limited slip differential the car is finished in bright red over gray cloth and was sold new in halifax nova scot,https://bringatrailer.com/listing/1992-ford-mustang-lx-5-0-2/,https://cdn.bringatrailer.com/wp-content/uploads/2019/09/1992_ford_mustang_lx_5-0_1568811341ff5986393e8767f5b2mW0W2iC.jpg,2019-10-09T23:20:16Z,this 1992 ford mustang lx shows 47k kilometers 29k miles and is powered by a 5 0 liter v8 paired with a five speed manual transmission and a limited slip differential the car is finished in bright red over gray cloth and was sold new in halifax nova scot 
364,"{'id': None, 'name': 'Livejournal.com'}",likeanunmadebed,aaron carter says he s moving to canada to get out of foul america , i hope canada welcomes me and doesn t treat me the way people do in america aaron carter tweeted via tmz october 5 2019 aaron carter posted a photo of a house with all sorts of messed up geographical speak i f,https://ohnotheydidnt.livejournal.com/116120217.html,https://l-files.livejournal.net/og_image/3616053/453594?v=1570388283,2019-10-06T18:58:01Z, i hope canada welcomes me and doesn t treat me the way people do in america aaron carter tweeted via tmz october 5 2019 aaron carter posted a photo of a house with all sorts of messed up geographical speak i 
365,"{'id': None, 'name': 'Yahoo.com'}",,update 2 lloyds profit slumps after ppi hit and bad loan surge,lloyds banking group came close to suffering a shock third quarter pretax loss on thursday after an increase in bad loans and a fresh 1 8 billion pounds 2 3 billion provision for mis sold loan insurance payouts pretax profit of 50 million pounds fell shor,https://finance.yahoo.com/news/1-lloyds-profits-miss-expectations-072706854.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo.png,2019-10-31T07:27:06Z, bank takes fresh 1 8 billion pounds ppi provision bad loans rise by 15 to 371 mln stg q3 income down 9 to 1 32 bln stg chairman coo to step down from roles adds detail shares by iain withers and sinead cruise london oct 31 reuters lloy 
366,"{'id': None, 'name': 'Qz.com'}",Rashmee Roshan Lall,the uks general election is the most unpredictable in a generation,it s at least partly to do with someone called workington man ,https://qz.com/1738389/workington-man-shows-how-unpredictable-the-the-uk-election-is-going-to-be/,https://cms.qz.com/wp-content/uploads/2019/10/britain-election-e1572440997805.jpg?quality=75&strip=all&w=1400,2019-10-30T15:26:00Z,britain will vote on december 12 the first election in that month since 1923 the third in four years and a contest that is likely to be the most unpredictable in a generation there are two main reasons for this an increasingly fickle electorate and som 
367,"{'id': None, 'name': 'Hotukdeals.com'}",,119 tiger saw 19 99 instore aldi halifax branch,19 99 aldi jus picked this up in halifax branch of aldi plenty in stock still full price on the website but it s there so you can get the details some complaints re rep ,https://www.hotukdeals.com/deals/aldi-tiger-saw-1999-reduced-from-2999-in-store-3306731,https://images.hotukdeals.com/threads/thread_full_screen/default/3306731_1.jpg,2019-10-09T19:41:15Z,hotukdealspart of pepper the world s largest deal community hotukdeals is a community for deal seekers find and share the best deals promotional codes and vouchers from on and off the web 
368,"{'id': None, 'name': 'Forbes.com'}","Sheri Koones, Contributor, Sheri Koones, Contributor https://www.forbes.com/sites/sherikoones/",the whimsy of collected found objects for the home,the homeowners both architects and owners of a salvage company incorporated several items in their 1500 square foot home that became focal points to the decor ,https://www.forbes.com/sites/sherikoones/2019/10/27/the-whimsy-of-collected-found-objects-for-the-home/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5db5d4ed64b49a0007e9e6b5%2F960x0.jpg,2019-10-27T18:04:05Z,a 1500sf passive and leed for homes certified home in nova scotia canada photo courtesy of adam cornick acorn art and photography for downsize living large in a small house to be released at the end of oct one of the ways of adding individualization a 
369,"{'id': None, 'name': 'Forbes.com'}","Gary Barker, Contributor, Gary Barker, Contributor https://www.forbes.com/sites/garybarker/",u k house prices remain steady and that s not a bad result,u k property may not be impervious to the brexit turmoil but all things considered the market is doing rather well ,https://www.forbes.com/sites/garybarker/2019/10/10/u-k-house-prices-remain-steady-and-thats-not-a-bad-result/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Fgarybarker%2Ffiles%2F2019%2F10%2Fhalifax-1200x787.jpg,2019-10-10T08:53:00Z, ul li share to facebook li li share to twitter li li share to linkedin li ul though political uncertainty couldnt be much greater most of the negative impact has been absorbed by low supply and strong economic fundamentals 123rf com few were 
370,"{'id': None, 'name': 'Hotukdeals.com'}",,130 samsung galaxy a70 dual sim with 4500mah battery 128gb 6gb only 287 87 amazon spain,287 87 amazon spain costs 320 74 in euros which converts to approximately 278 50 with a fee free card such as starling n26 monzo halifax clarity or revolut thi ,https://www.hotukdeals.com/deals/samsung-galaxy-a70-dual-sim-with-4500mah-battery-128gb-6gb-only-28787-at-amazon-spain-3310799,https://images.hotukdeals.com/threads/thread_full_screen/default/3310799_1.jpg,2019-10-17T14:14:25Z,jamie1517 10 2019 14 46this deal is still good value for the price imo there may be deals that this deal is still good value for the price imo there may be deals that have better value but there are some that prefer and would pay a bit more for the samsung 
371,"{'id': None, 'name': 'Hotukdeals.com'}",,113 possible 10 cashback on 30 spend 1 for 30 morrisons via airtime rewards,morrisons morrisons have just joined airtime rewards this is a program similar to the santander hsbc halifax offers where you simply register your card and cashback is a ,https://www.hotukdeals.com/deals/10-cashback-on-30-spend-1-for-30-at-morrisons-via-airtime-rewards-3308155,https://images.hotukdeals.com/threads/thread_full_screen/default/3308155_1.jpg,2019-10-12T17:07:07Z,morrisons have just joined airtime rewards this is a program similar to the santander hsbc halifax offers where you simply register your card and cashback is automatically added to your account when you spend i think this 10 rate on a 30 spend is limited 
372,"{'id': None, 'name': 'Hotukdeals.com'}",,116 linen soft luxury quilted bathroom tissue 18 pack for 2 99 cosy soft toilet tissue 18 2 for 5 poundstretcher,2 99 poundstretcher linen soft 18 soft strong luxury 2 ply toilet tissue rolls price per pack 2 99 offer 2 for 5 poundstretcher store in halifax west yorkshire,https://www.hotukdeals.com/deals/linen-soft-luxorious-quilted-bathroom-tissue-18-pack-for-299-or-2-for-5-3306149,https://images.hotukdeals.com/threads/thread_full_screen/default/3306149_2.jpg,2019-10-08T12:50:25Z,linen soft 18 soft amp strong luxury 2 ply toilet tissue rollsprice per pack 2 99 offer 2 for 5 poundstretcher store in halifax west yorkshirethese are surprisingly strong for bog standard cheap 2 ply toilet tissue paper they re much better than thei 
373,"{'id': None, 'name': 'Mirror.co.uk'}","mirrornews@mirror.co.uk (Robert Sutcliffe, Kelly-Ann Mills)",teen found hanged sent girlfriend heartbreaking text message moments before,louie sam bates from halifax had battled with depression for two years but had not sought medical help,https://www.mirror.co.uk/news/uk-news/teen-found-hanged-sent-girlfriend-20577864,https://i2-prod.mirror.co.uk/incoming/article20577917.ece/ALTERNATES/s1200/0_THP_CHP_141019Slug_10845JPG.jpg,2019-10-14T13:35:07Z,a teen sent his girlfriend a text message saying he planned to take his own life before he was found hanged an inquest heard louie sam bates had battled with depression for two years but had not sought medical assistance assistant coroner crispin oliver 
374,"{'id': None, 'name': 'Justjared.com'}",Just Jared,here s what s leaving netflix in november of 2019,netflix has just announced all of the movies and tv shows that will be leaving the streaming service in just a few days beginning on november 1 unfortunately there are a lot of fan favorite films and tv shows that will be expiring so be sure to get binge ,http://www.justjared.com/2019/10/23/heres-whats-leaving-netflix-in-november-of-2019/,http://cdn01.cdn.justjared.com/wp-content/uploads/headlines/2019/10/netflix-leaving-november1.jpg,2019-10-23T15:47:00Z,netflix has just announced all of the movies and tv shows that will be leaving the streaming service in just a few days beginning on november 1 unfortunately there are a lot of fan favorite films and tv shows that will be expiring so be sure to get binge 
377,"{'id': None, 'name': 'Businesswire.com'}",,emera teleconference on november 8 to discuss q3 2019 results,halifax nova scotia business wire today emera tsx ema announced that it will release its q3 2019 results on friday november 8 2019 before markets open the company will host a teleconference and webcast the same day at 9 30 a m atlantic 8 30 a m ,https://www.businesswire.com/news/home/20191011005501/en/Emera-Teleconference-November-8-Discuss-Q3-2019,https://mms.businesswire.com/media/20191011005501/en/622808/21/emeralogo.jpg,2019-10-11T17:55:19Z,halifax nova scotia business wire today emera tsx ema announced that it will release its q3 2019 results on friday november 8 2019 before markets open the company will host a teleconference and webcast the same day at 9 30 a m atlantic 8 30 a m 
378,"{'id': None, 'name': 'Businesswire.com'}",,mufg investor services acquires select divisions of maitlands hedge fund administration business,london business wire mufg investor services the global asset servicing arm of mitsubishi ufj financial group mufg has reached an agreement to acquire select divisions of the fund administration business of maitland a privately owned global advisory,https://www.businesswire.com/news/home/20191011005040/en/MUFG-Investor-Services-Acquires-Select-Divisions-Maitland%E2%80%99s,http://www.businesswire.com/images/bwlogo_square.png,2019-10-11T13:05:21Z,london business wire mufg investor services the global asset servicing arm of mitsubishi ufj financial group mufg has reached an agreement to acquire select divisions of the fund administration business of maitland a privately owned global advisory 
379,"{'id': None, 'name': 'Brooklynvegan.com'}",Bill Pearis,jim gaffigan announces the pale tourist tour playing radio city,jim gaffigan recently released new standup special quality time via amazon and he s just announced his new stand up show the pale tourist which he ll tour around the world starting in november and going well into 2020 continue reading,http://www.brooklynvegan.com/jim-gaffigan-announces-the-pale-tourist-tour-playing-radio-city/,http://www.brooklynvegan.com/files/2019/10/jim-gaffigan.jpeg?w=1200&h=0&zc=1&s=0&a=t&q=89,2019-10-21T14:40:02Z,jim gaffigan recently released new standup special quality time via amazon and hes just announced his new stand up show the pale tourist which hell tour around the world starting in november and going well into 2020 that includes a big nyc show happen 
380,"{'id': 'business-insider', 'name': 'Business Insider'}",Chelsea Greenwood,what it s like to be a corn maze designer who creates 90 mazes a year for up to 2 500 each,corn mazes have become a classic fall tradition like apple picking pumpkin carving and hayrides don watts known as the corn maze guy has been designing these labyrinths of grain since the mid 1980s he uses gps technology to create about 90 mazes each y,https://www.businessinsider.com/corn-maze-designer-whats-it-like-2019-10,https://image.businessinsider.com/5da7339ccc4a0a569c30adc2?width=1200&format=jpeg,2019-10-16T15:56:00Z,as if you couldn t tell by the dropping temperatures football on tv and halloween decorations in stores fall is upon us fans of the season love its cozy traditions like apple picking pumpkin carving leaf peeping and taking hayrides another long held 
381,"{'id': None, 'name': 'Hotukdeals.com'}",,123 xiaomi mi 9t pro red included 6gb 64gb only 321 with fee free card 333 70 without amazon spain,mi 9t pro currently on a flash sale at amazon it get the 321 price using a fee free card such as starling monzo n26 halifax clarity revolut etc colours a,https://www.hotukdeals.com/deals/xiaomi-mi-9t-pro-red-included-6gb-64gb-only-321-with-fee-free-card33370-without-at-amazon-spain-3310495,https://images.hotukdeals.com/threads/thread_full_screen/default/3310495_1.jpg,2019-10-17T08:02:22Z,mi 9t pro currently on a flash sale at amazon it get the 321 price using a fee free card such as starling monzo n26 halifax clarity revolut etc colours available are red blue and black in the uk the flame red version is exclusive to mi store in west 
382,"{'id': None, 'name': 'Everydayhealth.com'}",Becky Upham,do you really need to eat less red meat everyday health,new guidelines suggest there isnt enough evidence to recommend cutting back on red meat to prevent heart disease diabetes and early death but several scientists disagree with the controversial findings learn more about the analysis here ,https://www.everydayhealth.com/diet-nutrition/you-really-need-eat-less-red-meat/,https://images.agoramedia.com/everydayhealth/gcms/Questions-Role-of-Red-Meat-Reduction-in-Cancer-722x406.jpg,2019-10-08T01:41:24Z,one day carbs are okay the next they re the devil fat was the culprit of the obesity epidemic now loading up is touted as a quick fix for weight loss if you re a health news consumer you re no stranger to nutrition advice that flip flops so much it can 
383,"{'id': None, 'name': 'Vanityfair.com'}",Erin Vanderhoof,can the meghan markle effect extend to british elections ,after writing an open letter to the duchess about her struggles with the press m p holly lynch had a heartfelt conversation with the duchess herselfand as she faces re election in december it can t hurt ,https://www.vanityfair.com/style/2019/10/meghan-markle-holly-lynch-open-letter-phone-call,"https://media.vanityfair.com/photos/5dbb1ee0fd0d8d0008c6a6c6/16:9/w_1280,c_limit/meghan-markle-british-elections.jpg",2019-10-31T17:58:23Z,these are demoralizing times to be a member of british parliament maybe you started off as an idealistic child you finally run you win and then you find yourself smack in the middle of brexit even the good thingssay a cool new duchess named meghan markl 
384,"{'id': None, 'name': 'Yahoo.com'}",,u k building suppliers hit as sig profit warning adds to slowdown concerns, bloomberg shares of u k construction suppliers slid after a profit warning from sig plc provided the latest sign of a weakening industry outlook amid concern over slowing growth and brexit the vendor of roofing materials insulation products and partiti,https://finance.yahoo.com/news/u-k-building-suppliers-hit-100113555.html,https://s.yimg.com/uu/api/res/1.2/evEgWsdZHAz4HeU50_bWLw--~B/aD02NzU7dz0xMjAwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/bloomberg_markets_842/4b982ef2b1310b034372772c79098578,2019-10-07T10:01:13Z, bloomberg shares of u k construction suppliers slid after a profit warning from sig plc provided the latest sign of a weakening industry outlook amid concern over slowing growth and brexit the vendor of roofing materials insulation products and parti 
386,"{'id': None, 'name': 'Beckershospitalreview.com'}",Maia Anderson,the intersection of big tech wall street and healthcare becker s hospital review,four health it professionals discussed the intersection of healthcare and big tech during a keynote panel oct 11 at the becker s hospital review health it rcm conference in chicago ,https://www.beckershospitalreview.com/healthcare-information-technology/the-intersection-of-big-tech-wall-street-and-healthcare.html,https://www.beckershospitalreview.com/images/channels/healthcare-information-technology/3.jpg,2019-10-11T22:02:00Z,maia anderson friday october 11th 2019 onclick window open this href win2 status no toolbar no scrollbars yes titlebar no menubar no resizable yes width 640 height 480 directories no location no return false rel nofollow gt print email fo 
387,"{'id': None, 'name': 'Macleans.ca'}",Rosemary Counter,emba guide 2020 programs in atlantic canada,options to study in blocks and onlineand to travel abroadare on offer in business schools across the country the post emba guide 2020 programs in atlantic canada appeared first on macleans ca ,https://www.macleans.ca/education/mba-guide-2020-executive-mba-programs-in-atlantic-canada/,https://www.macleans.ca/wp-content/uploads/2019/10/MBA-SPECIALTY-ATLANTIC-1-810x445.jpg?a73b4,2019-10-07T15:27:06Z,university of prince edward islandcharlottetown full time 20 monthswork experience required 3 years of work management experience requiredtuition 37 800 a recognized pioneer in evidence based management the emba program at upei teaches students to leve 
388,"{'id': None, 'name': 'Dailymail.co.uk'}",By Jessica Rach Terri-ann Williams For Mailonline,meghan markle discussed being in a lonely place during touching phone with labour mp holly lynch,labour mp holly lynch has revealed how she discussed the public eye being a lonely place for women during a phone call with meghan markle this week ,https://www.dailymail.co.uk/femail/article-7634629/Meghan-Markle-discussed-lonely-place-touching-phone-Labour-MP-Holly-Lynch.html,https://i.dailymail.co.uk/1s/2019/10/31/10/20419294-0-image-a-8_1572518514530.jpg,2019-10-31T11:27:59Z,labour mp holly lynch has revealed how she discussed the public eye being a lonely place for women during a phone call with meghan markle this week meghan personally phoned ms lynch mp for halifax in west yorkshire to thank her for writing an open lette 
389,"{'id': None, 'name': 'Tvguide.com'}",Liam Mathews,here s what s leaving netflix in november 2019,some great stuff is leaving netflix in november 2019 make sure you catch your faves before they shuffle off because who knows when they ll be back again on the tv side the most notable loss is seasons 1 8 of blue bloods which depart on nov 5 that s alm,https://www.tvguide.com/news/leaving-netflix-november-2019/,https://tvguide1.cbsistatic.com/i/r/2019/10/23/8536f50e-d740-4c4f-9c4f-ae2239a0d588/thumbnail/1035x690/6b8c7eafb65ce4acb40a447cf1081c15/191023-blue-bloods.jpg,2019-10-23T15:12:32Z,some great stuff is leaving netflix in november 2019 make sure you catch your faves before they shuffle off because who knows when they ll be back again on the tv side the most notable loss is seasons 1 8 of blue bloods which depart on nov 5 that s a 
390,"{'id': None, 'name': 'Indianexpress.com'}",New York Times,running to the wedding any wedding,wedding hashers is a group of five runners from new york and new jersey who wear custom made sweat wicking shirts that look like tuxedos ,https://indianexpress.com/article/lifestyle/feelings/running-to-the-wedding-any-wedding-6065373/,https://images.indianexpress.com/2019/10/WEDDING_HASHERS_759.jpg?w=759,2019-10-12T04:25:25Z,in a photo provided by eloping is fun danielle and james ellerby pose for wedding photos at the manhattan bridge in new york with oluwayemi kehinde left and marc alterman both part of the wedding hashers running group the wedding hashers clad in custom 
391,"{'id': 'cbc-news', 'name': 'CBC News'}",Nicole Mortillaro,what is extinction rebellion and what does it want ,on monday the activist group extinction rebellion blocked bridges across canada in halifax toronto kitchener ont edmonton vancouver and victoria while the climate action group may have been relatively unknown until now theyve been rapidly expanding ,https://www.cbc.ca/news/technology/extinction-rebellion-1.5312502,https://i.cbc.ca/1.5311561.1570456256!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/toronto-extinction-rebellion-bloor-viaduct-protest.JPG,2019-10-08T17:54:26Z,on monday the activist group extinction rebellion blocked bridges across canada in halifax toronto kitchener ont edmonton vancouver and victoria while the climate action group may have been relatively unknown until now they ve been expanding rapidly 
392,"{'id': None, 'name': 'Thevanguard.ca'}",John McPhee,yale astrophysicist to talk in halifax tonight about changing ideas of our universe the vanguard,the washington post calculates that the leader of priyamvada natarajans country had made 13 435 false or misleading claims as of oct 9 in this climate of fact denial and fake news its more important than ever to,https://www.thevanguard.ca/news/provincial/yale-astrophysicist-to-talk-in-halifax-tonight-about-changing-ideas-of-our-universe-370849/,https://www.thevanguard.ca/media/photologue/photos/cache/mcimage_z1tVlbk_medium.jpg,2019-11-01T12:24:42Z,the washington post calculates that the leader of priyamvada natarajans country had made 13 435 false or misleading claims as of oct 9 in this climate of fact denial and fake news its more important than ever to stand up for evidence based thinking t 
393,"{'id': None, 'name': 'Ctvnews.ca'}",By Michael Tutton,nova scotia to ban police street checks after jurist finds they are illegal ctv news,nova scotia to ban police street checks after jurist finds they are illegal ctv news gold mining in nova scotia unearths opposing views thechronicleherald ca head of n s prosecution service says bill ending arbitration a disaster halifaxtoday ca legal expe,https://atlantic.ctvnews.ca/nova-scotia-to-ban-police-street-checks-after-jurist-finds-they-are-illegal-1.4644875,https://www.ctvnews.ca/polopoly_fs/1.4644882.1571420681!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-18T17:49:00Z,halifax the nova scotia government will permanently ban police street checks the province s justice minister said friday after a retired judge issued a formal opinion that the practice is illegal retired justice michael macdonald s 108 page analysis con 
394,"{'id': None, 'name': 'Thedailybeast.com'}",Tim Teeman,british women in parliament send letter of solidarity to meghan markle in her fight against u k media,michele spatari a cross party group of british female mps has written a letter of solidarity to meghan markle the duchess of sussex in her legal battle against the press in the open letter published tuesday the 72 mps say meghan has suffered an invasio,https://www.thedailybeast.com/british-women-in-parliament-stand-in-solidarity-with-meghan-markle-in-her-fight-against-uk-media,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_2250,w_4000,x_0,y_273/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1572373910/GettyImages-1172694900_oal5hk",2019-10-29T18:32:14Z,a cross party group of british female mps has written a letter of solidarity to meghan markle the duchess of sussex in her legal battle against the press in the open letter published tuesday the 72 mps say meghan has suffered an invasion of privacy at th 
395,"{'id': None, 'name': 'Mobilesyrup.com'}",Brad Bennett,tesla buys ontario based battery manufacturing company hibar systems,tesla has quietly bought the richmond hill ontario battery manufacturing company hibar systems to use its knowledge in battery manufacturing public records show that the ev manufacturer bought the battery company sometime between july and october of 2019 a,https://mobilesyrup.com/2019/10/07/tesla-ontario-battery-manufacturing-company-hibar-systems/,https://cdn.mobilesyrup.com/wp-content/uploads/2018/11/Tesla-employee-header-1024x522.jpg,2019-10-07T20:36:01Z,tesla has quietly bought the richmond hill ontario battery manufacturing company hibar systems to use its knowledge in battery manufacturing public records show that the ev manufacturer bought the battery company sometime between july and october of 2019 
397,"{'id': None, 'name': 'Ctvnews.ca'}",Jeff Lawrence,here s what politicians are saying about monday s climate protest ctv news,here s what politicians are saying about monday s climate protest ctv news vancouvers burrard bridge reopens arrests made after day long climate change protest global news halifax police arrest 18 extinction rebellion protesters at macdonald bridge ctv news,https://edmonton.ctvnews.ca/here-s-what-politicians-are-saying-about-monday-s-climate-protest-1.4628417,https://www.ctvnews.ca/polopoly_fs/1.4628425.1570491130!/httpImage/image.png_gen/derivatives/landscape_620/image.png,2019-10-07T23:33:00Z,political leaders including alberta premier jason kenney and edmonton mayor don iveson are weighing in on a climate action protest that shut down major thoroughfares across canada including in edmonton on monday a demonstration led by the environmental gr 
398,"{'id': None, 'name': 'Soldiersystems.net'}",SSD,remote sensing network will advance safety and security applications in the arctic,copenhagen denmark october 22 2019 a new consortium of international companies called irsa development group idg was announced october 1 2019 at defsec atlantic in halifax canada idg consists of international companies with expertise in selected ,http://soldiersystems.net/2019/10/25/remote-sensing-network-will-advance-safety-and-security-applications-in-the-arctic/,,2019-10-25T22:00:59Z,copenhagen denmark october 22 2019 a new consortium of international companies called irsa development group idg was announced october 1 2019 at defsec atlantic in halifax canada idg consists of international companies with expertise in selected 
399,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Jon Evans,armenia and the technology of diaspora,its a tough world out there for small countries technology is the future everyone knows that but how do you claim your share of that future when youre competing with america china the eu and india how do you build a thriving ecosystem of tech wealth ,http://techcrunch.com/2019/10/07/armenia-and-the-technology-of-diaspora/,https://techcrunch.com/wp-content/uploads/2019/10/wcit-hq-2.jpg?w=533,2019-10-07T18:53:30Z,its a tough world out there for small countries technology is the future everyone knows that but how do you claim your share of that future when youre competing with america china the eu and india how do you build a thriving ecosystem of tech wealth 
400,"{'id': None, 'name': 'Ctvnews.ca'}",Shawn Jeffords and Nicole Thompson,hundreds of ontario schools will remain open after deal struck between province union ctv news,hundreds of ontario schools will remain open after deal struck between province union ctv news ontario government and cupe workers reach deal avoid school strike huffpost canada hundreds of ontario schools will remain open after deal struck between province,https://www.ctvnews.ca/canada/ontario-provincial-government-reaches-deal-with-education-workers-avoid-strike-1.4626792,https://www.ctvnews.ca/polopoly_fs/1.4626819.1570410549!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-07T00:30:00Z,toronto a strike that would have closed hundreds of schools across ontario was averted sunday night as the province reached a tentative deal with the union representing thousands of education workers education minister stephen lecce and the bargaining un 
401,"{'id': 'cnn', 'name': 'CNN'}",Lilit Marcus,the toronto restaurant with a secret sake menu,for some chefs owning and operating a successful restaurant is achievement enough but for mitch bates owner of upscale toronto restaurant grey gardens food and drink are never something you can stop learning about ,https://www.cnn.com/travel/article/grey-gardens-sakai-bar-toronto/index.html,https://dynaimage.cdn.cnn.com/cnn/w_1200/http%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F191011131103-mitch-bates-sake-toronto-00011414-super-tease.jpg,2019-10-11T07:01:51Z, cnn for some chefs owning and operating a successful restaurant is achievement enough but for mitch bates owner of upscale toronto restaurant grey gardens food and drink are never something you can stop learning about the american born chef honed his 
402,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",Michelle McQuigge,mother of slain hamilton teen says everyone failed her son the globe and mail,mother of slain hamilton teen says everyone failed her son the globe and mail grieving hamilton mom says everyone failed her bullied son canada news castanet net hamilton high school stabbing victim just wanted people to be happy thespec com best frie,https://www.theglobeandmail.com/canada/article-two-teens-arrested-in-connection-with-fatal-hamilton-stabbing-released/,https://www.theglobeandmail.com/resizer/1HbVP6VsDcrepRN6qAnBf7g11f8=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/MSAEGL7KMZCBRPAOHTTB6CRQ74.jpg,2019-10-09T16:26:40Z,shari ann bracci selvey centre fights back tears at a vigil for her 14 year old murdered son devan selvey at his high school sir winston churchill secondary school in hamilton ont on oct 9 2019 the canadian press a mother who witnessed her son 
403,"{'id': None, 'name': 'Globalnews.ca'}",Staff,canada election what federal leaders have pledged on the economy global news,canada election what federal leaders have pledged on the economy global news whats more cringeworthy than one video about trudeaus blackface two videos maclean s elections canada contradicts scheer s claim that ruling was issued in support of conservativ,http://globalnews.ca/news/5974415/canada-election-economy-promises/,https://shawglobalnews.files.wordpress.com/2019/10/raw_3lsc_promise_tracker_economy_720x480.jpg?quality=70&strip=all&w=720&h=379&crop=1,2019-10-10T12:44:54Z,federal parties vying for victoryon oct 21 are making a range of promises on how they will better the economy liberal leaderjustin trudeau the conservativesandrew scheer new democratjagmeet singh bloc qubcois leaderyves franois blanchet and the 
404,"{'id': None, 'name': 'Globalnews.ca'}",David Lao,trudeau says offensive posts made by n s candidate unacceptable but will allow him to run global news,trudeau says offensive posts made by n s candidate unacceptable but will allow him to run global news trudeau won t remove liberal candidate for racist sexist social media posts cbc ca trudeau wont expel candidate who made sexist homophobic racist rem,http://globalnews.ca/news/5997075/liberal-trudeau-jaime-battiste-social-media/,https://shawglobalnews.files.wordpress.com/2019/10/jaime-battiste-photo-e1570391561790.jpg?quality=70&strip=all&crop=0px%2C34px%2C719px%2C380px&resize=720%2C379,2019-10-06T19:57:54Z,liberal leader justin trudeausays hewill continue to allow a nova scotia candidate to rundespite offensive online comments he made in the past during a campaign stop sunday trudeau said the social media posts were unacceptable but that he was pleased 
405,"{'id': 'cbc-news', 'name': 'CBC News'}",https://www.facebook.com/cbckidsca,kids across the country take part in mock vote cbc ca,kids across the country take part in mock vote cbc ca mock student vote elects liberal minority government ndp opposition global news view full coverage on google news,https://www.cbc.ca/kidsnews/post/kids-across-the-country-take-part-in-mock-vote,https://www.cbc.ca/kidsnews//content/_card_resize/CIVIX_thumbnail.jpg,2019-10-21T19:34:54Z,when nicole miller discovered some of her closest friends didnt care about the federal election she wanted to help them understand why its important ive asked a lot of kids in the hallways and most of them are like no theyre not interested in voting 
406,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,western canada kenney fulfills promise of restraint with budget and goes further the globe and mail,western canada kenney fulfills promise of restraint with budget and goes further the globe and mail why alberta s corporate tax cut might not keep investment at home cbc ca bob layton budgeting for a surprise global news will a corporate tax cut trickle d,https://www.theglobeandmail.com/canada/british-columbia/article-western-canada-kenney-fulfills-promise-of-restraint-with-budget-and/,https://www.theglobeandmail.com/resizer/T7LZrx_ryKOsgRyz9lZizXG7mB4=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/KNRFF2JQNVG65ML2LUNQ5B7QCI.JPG,2019-10-26T12:51:31Z,good morning its james keller in calgary alberta premier jason kenney had been foreshadowing this since before he was elected his governments first budget would be a tough one during the spring election campaign mr kenney said a united conservative go 
407,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,factbox key seats to watch in canada s federal election,as canadians head to polls on monday prime minister justin trudeau s liberals are neck and neck with andrew scheer s conservative party in national opinion polls the new democratic party ndp led by jagmeet singh and the green party led by elizabeth may ar,https://www.reuters.com/article/us-canada-election-ridings-factbox-idUSKBN1X01MN,https://s4.reutersmedia.net/resources/r/?m=02&d=20191021&t=2&i=1443391675&w=1200&r=LYNXMPEF9K14V,2019-10-21T15:02:56Z,toronto reuters as canadians head to polls on monday prime minister justin trudeaus liberals are neck and neck with andrew scheers conservative party in national opinion polls the new democratic party ndp led by jagmeet singh and the green party led 
408,"{'id': None, 'name': 'Ctvnews.ca'}",CTVNews.ca writer,here are all the ontario school boards that will close monday if cupe strikes ctv news,here are all the ontario school boards that will close monday if cupe strikes ctv news elections canada monitoring potential ontario school strikes ahead of election global news negotiations continue as clock winds down toward cupe strike ctv news windsor par,https://www.ctvnews.ca/canada/here-are-all-the-ontario-school-boards-that-will-close-monday-if-cupe-strikes-1.4625651,https://www.ctvnews.ca/polopoly_fs/1.4270510.1570292473!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-05T16:21:00Z,toronto with a potential strike for thousands of cupe workers looming school boards across ontario are indicating whether or not their facilities will remain open in the event of job action the contract for 55 000 education and maintenance workers with t 
